Index	Name	ID	Gender	Plate	Well	Group	Parent1	Parent2	Replicate	SentrixPosition
302	HH_0993_M	HH_0993_M	Unknown	49005	F2					10004312006_R03C02
303	AD_15427_M	AD_15427_M	Unknown	49005	G2					10004312013_R03C01
304	AG_001_F	AG_001_F	Unknown	49005	H2					10004312013_R03C02
305	AA_37621_M	AA_37621_M	Unknown	49005	A3					10004312002_R05C01
306	BB_8857_M	BB_8857_M	Unknown	49005	B3					10004312002_R05C02
307	DD_35324_M	DD_35324_M	Unknown	49005	C3					10004312004_R05C01
308	EE_0588_F	EE_0588_F	Unknown	49005	D3					10004312004_R05C02
309	GG_35582_M	GG_35582_M	Unknown	49005	E3					10004312006_R05C01
310	HH_039_U	HH_039_U	Unknown	49005	F3					10004312006_R05C02
311	DA_0018_F	DA_0018_F	Unknown	49005	G3					10004312013_R05C01
312	GA_15760_M	GA_15760_M	Unknown	49005	H3					10004312013_R05C02
313	AA_35593_M	AA_35593_M	Unknown	49005	A4					10004312002_R07C01
314	BB_8816_F	BB_8816_F	Unknown	49005	B4					10004312002_R07C02
315	DD_39173_M	DD_39173_M	Unknown	49005	C4					10004312004_R07C01
316	EE_0425_M	EE_0425_M	Unknown	49005	D4					10004312004_R07C02
317	GG_1085_F	GG_1085_F	Unknown	49005	E4					10004312006_R07C01
318	HH_105_U	HH_105_U	Unknown	49005	F4					10004312006_R07C02
319	DA_15515_M	DA_15515_M	Unknown	49005	G4					10004312013_R07C01
320	GA_15760_M	GA_15760_M	Unknown	49005	H4					10004312013_R07C02
321	AA_38665_M	AA_38665_M	Unknown	49005	A5					10004312002_R09C01
322	CC_827_F	CC_827_F	Unknown	49005	B5					10004312002_R09C02
323	DD_35335_M	DD_35335_M	Unknown	49005	C5					10004312004_R09C01
324	FF_0538_M	FF_0538_M	Male	49005	D5					10004312004_R09C02
325	GG_1257_U	GG_1257_U	Unknown	49005	E5					10004312006_R09C01
326	AB_0095_F	AB_0095_F	Unknown	49005	F5					10004312006_R09C02
327	AE_F	AE_F	Unknown	49005	G5					10004312013_R09C01
328	AH_0030_F	AH_0030_F	Unknown	49005	H5					10004312013_R09C02
329	AA_0374_F	AA_0374_F	Unknown	49005	A6					10004312002_R11C01
330	CC_1314_M	CC_1314_M	Unknown	49005	B6					10004312002_R11C02
331	DD_35324_M	DD_35324_M	Unknown	49005	C6					10004312004_R11C01
332	FF_0754_U	FF_0754_U	Male	49005	D6					10004312004_R11C02
333	GG_1085_F	GG_1085_F	Unknown	49005	E6					10004312006_R11C01
334	BA_0298_F	BA_0298_F	Unknown	49005	F6					10004312006_R11C02
335	EA_0023_F	EA_0023_F	Unknown	49005	G6					10004312013_R11C01
336	HA_0017_F	HA_0017_F	Unknown	49005	H6					10004312013_R11C02
337	AA_0417_M	AA_0417_M	Unknown	49005	A7					10004312002_R02C01
338	CC_35370_M	CC_35370_M	Unknown	49005	B7					10004312002_R02C02
339	DD_39173_M	DD_39173_M	Unknown	49005	C7					10004312004_R02C01
340	FF_JAX_M	FF_JAX_M	Male	49005	D7					10004312004_R02C02
341	GG_1090_M	GG_1090_M	Unknown	49005	E7					10004312006_R02C01
342	BA_0297_M	BA_0297_M	Unknown	49005	F7					10004312006_R02C02
343	EA_0016_M	EA_0016_M	Unknown	49005	G7					10004312013_R02C01
344	HA_015_F	HA_015_F	Unknown	49005	H7					10004312013_R02C02
345	AA_37621_M	AA_37621_M	Unknown	49005	A8					10004312002_R04C01
346	CC_39603_M	CC_39603_M	Unknown	49005	B8					10004312002_R04C02
347	DD_1214_M	DD_1214_M	Unknown	49005	C8					10004312004_R04C01
348	FF_42_M	FF_42_M	Male	49005	D8					10004312004_R04C02
349	GG_35582_M	GG_35582_M	Unknown	49005	E8					10004312006_R04C01
350	AB_0095_F	AB_0095_F	Unknown	49005	F8					10004312006_R04C02
351	AE_F	AE_F	Unknown	49005	G8					10004312013_R04C01
352	HA_0020_M	HA_0020_M	Unknown	49005	H8					10004312013_R04C02
353	BB_1430_F	BB_1430_F	Unknown	49005	A9					10004312002_R06C01
354	CC_0827_F	CC_0827_F	Unknown	49005	B9					10004312002_R06C02
355	EE_0588_F	EE_0588_F	Unknown	49005	C9					10004312004_R06C01
356	FF_0538_M	FF_0538_M	Male	49005	D9					10004312004_R06C02
357	HH_1007_F	HH_1007_F	Unknown	49005	E9					10004312006_R06C01
358	AC_M	AC_M	Unknown	49005	F9					10004312006_R06C02
359	AF_15765_M	AF_15765_M	Unknown	49005	G9					10004312013_R06C01
360	BC_15775_M	BC_15775_M	Unknown	49005	H9					10004312013_R06C02
361	BB_8850_F	BB_8850_F	Unknown	49005	A10					10004312002_R08C01
362	CC_827_F	CC_827_F	Unknown	49005	B10					10004312002_R08C02
363	EE_0591_M	EE_0591_M	Unknown	49005	C10					10004312004_R08C01
364	FF_0754_U	FF_0754_U	Male	49005	D10					10004312004_R08C02
365	HH_0993_M	HH_0993_M	Unknown	49005	E10					10004312006_R08C01
366	CA__0056_F	CA__0056_F	Unknown	49005	F10					10004312006_R08C02
367	FA_002_F	FA_002_F	Female	49005	G10					10004312013_R08C01
368	CB_15916_F	CB_15916_F	Unknown	49005	H10					10004312013_R08C02
369	BB_8857_M	BB_8857_M	Unknown	49005	A11					10004312002_R10C01
370	CC_1314_M	CC_1314_M	Unknown	49005	B11					10004312002_R10C02
371	EE_0588_F	EE_0588_F	Unknown	49005	C11					10004312004_R10C01
372	FF_JAX_M	FF_JAX_M	Male	49005	D11					10004312004_R10C02
373	HH_039_U	HH_039_U	Unknown	49005	E11					10004312006_R10C01
374	CA_0053_M	CA_0053_M	Unknown	49005	F11					10004312006_R10C02
375	FA_0022_F	FA_0022_F	Female	49005	G11					10004312013_R10C01
376	CB_15914_M	CB_15914_M	Unknown	49005	H11					10004312013_R10C02
377	BB_8816_F	BB_8816_F	Unknown	49005	A12					10004312002_R12C01
378	CC_35370_M	CC_35370_M	Unknown	49005	B12					10004312002_R12C02
379	EE_0425_M	EE_0425_M	Unknown	49005	C12					10004312004_R12C01
380	FF_42_M	FF_42_M	Male	49005	D12					10004312004_R12C02
381	HH_105_U	HH_105_U	Unknown	49005	E12					10004312006_R12C01
382	CA_0058_M	CA_0058_M	Unknown	49005	F12					10004312006_R12C02
383	FA_0021_F	FA_0021_F	Female	49005	G12					10004312013_R12C01
384	BC_15775_M	BC_15775_M	Unknown	49005	H12					10004312013_R12C02
385	BD_0018_F	BD_0018_F	Unknown	49006	A1					10004312014_R01C01
386	BG_002_F	BG_002_F	Unknown	49006	B1					10004312014_R01C02
387	CE_005_F	CE_005_F	Unknown	49006	C1					10004312016_R01C01
388	CH_0013_F	CH_0013_F	Unknown	49006	D1					10004312016_R01C02
389	DG_004_M	DG_004_M	Unknown	49006	E1					10004312017_R01C01
390	GE_M	GE_M	Unknown	49006	F1					10004312017_R01C02
391	FH_015_F	FH_015_F	Female	49006	G1					10004312018_R01C01
392	AA-DO118m	AA-DO118m	Unknown	49006	H1					10004312018_R01C02
393	DB_0529_F	DB_0529_F	Unknown	49006	A2					10004312014_R03C01
394	BG_005_M	BG_005_M	Unknown	49006	B2					10004312014_R03C02
395	CE_004_M	CE_004_M	Unknown	49006	C2					10004312016_R03C01
396	HC_0004_F	HC_0004_F	Unknown	49006	D2					10004312016_R03C02
397	GD_001_F	GD_001_F	Unknown	49006	E2					10004312017_R03C01
398	GE_0001_M	GE_0001_M	Unknown	49006	F2					10004312017_R03C02
399	FH_001_M	FH_001_M	Male	49006	G2					10004312018_R03C01
400	AA-DO119m	AA-DO119m	Unknown	49006	H2					10004312018_R03C02
401	DB_0525_M	DB_0525_M	Unknown	49006	A3					10004312014_R05C01
402	GB_005_M	GB_005_M	Unknown	49006	B3					10004312014_R05C02
403	EC_0015_F	EC_0015_F	Unknown	49006	C3					10004312016_R05C01
404	CH_0014_F	CH_0014_F	Unknown	49006	D3					10004312016_R05C02
405	GD_006_M	GD_006_M	Unknown	49006	E3					10004312017_R05C01
406	GE_0002_M	GE_0002_M	Unknown	49006	F3					10004312017_R05C02
407	HF_003_F	HF_003_F	Female	49006	G3					10004312018_R05C01
408	AA-DO120m	AA-DO120m	Unknown	49006	H3					10004312018_R05C02
409	BD_0018_F	BD_0018_F	Unknown	49006	A4					10004312014_R07C01
410	GB_005_M	GB_005_M	Unknown	49006	B4					10004312014_R07C02
411	EC_0013_M	EC_0013_M	Unknown	49006	C4					10004312016_R07C01
412	CH_0008_M	CH_0008_M	Unknown	49006	D4					10004312016_R07C02
413	GD_006_M	GD_006_M	Unknown	49006	E4					10004312017_R07C01
414	GE_0019_F	GE_0019_F	Unknown	49006	F4					10004312017_R07C02
415	FH_015_F	FH_015_F	Female	49006	G4					10004312018_R07C01
416	NU/J	NU/J	Unknown	49006	H4					10004312018_R07C02
417	BE_0016_F	BE_0016_F	Unknown	49006	A5					10004312014_R09C01
418	BH_302_M	BH_302_M	Unknown	49006	B5					10004312014_R09C02
419	CF_005_F	CF_005_F	Female	49006	C5					10004312016_R09C01
420	DE_0001_F	DE_0001_F	Unknown	49006	D5					10004312016_R09C02
421	DH_141_F	DH_141_F	Unknown	49006	E5					10004312017_R09C01
422	EH_15876_F	EH_15876_F	Unknown	49006	F5					10004312017_R09C02
423	GH_0084_U	GH_0084_U	Unknown	49006	G5					10004312018_R09C01
424	ALS/LtJ	ALS/LtJ	Unknown	49006	H5					10004312018_R09C02
425	BE_15853_M	BE_15853_M	Unknown	49006	A6					10004312014_R11C01
426	BH_300_F	BH_300_F	Unknown	49006	B6					10004312014_R11C02
427	CF_002_M	CF_002_M	Unknown	49006	C6					10004312016_R11C01
428	DE_004_M	DE_004_M	Unknown	49006	D6					10004312016_R11C02
429	HD_0006_F	HD_0006_F	Unknown	49006	E6					10004312017_R11C01
430	EH_15870_M	EH_15870_M	Unknown	49006	F6					10004312017_R11C02
431	HG_001_M	HG_001_M	Unknown	49006	G6					10004312018_R11C01
432	CIMm25	CIMm25	Male	49006	H6					10004312018_R11C02
433	BE_16_F	BE_16_F	Unknown	49006	A7					10004312014_R02C01
434	BH_15714_M	BH_15714_M	Unknown	49006	B7					10004312014_R02C02
435	FC_102_F	FC_102_F	Female	49006	C7					10004312016_R02C01
436	ED_0042_F	ED_0042_F	Unknown	49006	D7					10004312016_R02C02
437	DH_0133_M	DH_0133_M	Unknown	49006	E7					10004312017_R02C01
438	HE_14760_F	HE_14760_F	Unknown	49006	F7					10004312017_R02C02
439	HG_15669_F	HG_15669_F	Unknown	49006	G7					10004312018_R02C01
440	LEWES/EiJ	LEWES/EiJ	Unknown	49006	H7					10004312018_R02C02
441	EB_15682_M	EB_15682_M	Unknown	49006	A8					10004312014_R04C01
442	HB_0040_M	HB_0040_M	Unknown	49006	B8					10004312014_R04C02
443	CF_005_F	CF_005_F	Unknown	49006	C8					10004312016_R04C01
444	ED_0042_F	ED_0042_F	Unknown	49006	D8					10004312016_R04C02
445	DH_0135_M	DH_0135_M	Unknown	49006	E8					10004312017_R04C01
446	HE_14757_M	HE_14757_M	Unknown	49006	F8					10004312017_R04C02
447	HG_15669_F	HG_15669_F	Unknown	49006	G8					10004312018_R04C01
448	ZALENDE/EiJ	ZALENDE/EiJ	Unknown	49006	H8					10004312018_R04C02
449	BF_16_F	BF_16_F	Unknown	49006	A9					10004312014_R06C01
450	CD_0063_F	CD_0063_F	Unknown	49006	B9					10004312014_R06C02
451	CG_040_F	CG_040_F	Unknown	49006	C9					10004312016_R06C01
452	DF_M	DF_M	Unknown	49006	D9					10004312016_R06C02
453	FE_0020_M	FE_0020_M	Male	49006	E9					10004312017_R06C01
454	FG_002_F	FG_002_F	Female	49006	F9					10004312017_R06C02
455	MWN_1214_F	MWN_1214_F	Unknown	49006	G9					10004312018_R06C01
456	HR8_76	HR8_76	Unknown	49006	H9					10004312018_R06C02
457	BF_0010_M	BF_0010_M	Unknown	49006	A10					10004312014_R08C01
458	DC_0045_F	DC_0045_F	Unknown	49006	B10					10004312014_R08C02
459	CG_037_M	CG_037_M	Unknown	49006	C10					10004312016_R08C01
460	FD_007_F	FD_007_F	Female	49006	D10					10004312016_R08C02
461	FE_0014_M	FE_0014_M	Male	49006	E10					10004312017_R08C01
462	FG_021_M	FG_021_M	Male	49006	F10					10004312017_R08C02
463	MWN_1279_M	MWN_1279_M	Unknown	49006	G10					10004312018_R08C01
464	CZECHII/EiJ	CZECHII/EiJ	Unknown	49006	H10					10004312018_R08C02
465	BF_0008_M	BF_0008_M	Unknown	49006	A11					10004312014_R10C01
466	CD_0052_M	CD_0052_M	Unknown	49006	B11					10004312014_R10C02
467	GC_15_F	GC_15_F	Unknown	49006	C11					10004312016_R10C01
468	FD_001_M	FD_001_M	Male	49006	D11					10004312016_R10C02
469	FE_0019_F	FE_0019_F	Female	49006	E11					10004312017_R10C01
470	GF_002_F	GF_002_F	Unknown	49006	F11					10004312017_R10C02
471	MWN_1287_F	MWN_1287_F	Unknown	49006	G11					10004312018_R10C01
472	C57BR/cdJ	C57BR/cdJ	Unknown	49006	H11					10004312018_R10C02
473	BF_0009_M	BF_0009_M	Unknown	49006	A12					10004312014_R12C01
474	CD_0061_F	CD_0061_F	Unknown	49006	B12					10004312014_R12C02
475	CG_040_F	CG_040_F	Unknown	49006	C12					10004312016_R12C01
476	DF_0200_F	DF_0200_F	Unknown	49006	D12					10004312016_R12C02
477	FE_0022_F	FE_0022_F	Female	49006	E12					10004312017_R12C01
478	GF_006_M	GF_006_M	Unknown	49006	F12					10004312017_R12C02
479	AA-DO117m	AA-DO117m	Unknown	49006	G12					10004312018_R12C01
480	AKR/J	AKR/J	Unknown	49006	H12					10004312018_R12C02
481	AA-DO021f	AA-DO021f	Unknown	49007	A1					10004312019_R01C01
482	AA-DO033f	AA-DO033f	Unknown	49007	B1					10004312019_R01C02
483	AA-DO045f	AA-DO045f	Unknown	49007	C1					10004312020_R01C01
484	AA-DO057f	AA-DO057f	Unknown	49007	D1					10004312020_R01C02
485	AA-DO069f	AA-DO069f	Unknown	49007	E1					10004312021_R01C01
486	AA-DO081m	AA-DO081m	Unknown	49007	F1					10004312021_R01C02
487	AA-DO093m	AA-DO093m	Male	49007	G1					10004312022_R01C01
488	AA-DO105m	AA-DO105m	Unknown	49007	H1					10004312022_R01C02
489	AA-DO022f	AA-DO022f	Unknown	49007	A2					10004312019_R03C01
490	AA-DO034f	AA-DO034f	Unknown	49007	B2					10004312019_R03C02
491	AA-DO046f	AA-DO046f	Unknown	49007	C2					10004312020_R03C01
492	AA-DO058f	AA-DO058f	Unknown	49007	D2					10004312020_R03C02
493	AA-DO070f	AA-DO070f	Unknown	49007	E2					10004312021_R03C01
494	AA-DO082m	AA-DO082m	Unknown	49007	F2					10004312021_R03C02
495	AA-DO094m	AA-DO094m	Unknown	49007	G2					10004312022_R03C01
496	AA-DO106m	AA-DO106m	Unknown	49007	H2					10004312022_R03C02
497	AA-DO023f	AA-DO023f	Unknown	49007	A3					10004312019_R05C01
498	AA-DO035f	AA-DO035f	Unknown	49007	B3					10004312019_R05C02
499	AA-DO047f	AA-DO047f	Unknown	49007	C3					10004312020_R05C01
500	AA-DO059f	AA-DO059f	Unknown	49007	D3					10004312020_R05C02
501	AA-DO071m	AA-DO071m	Unknown	49007	E3					10004312021_R05C01
502	AA-DO083m	AA-DO083m	Unknown	49007	F3					10004312021_R05C02
503	AA-DO095m	AA-DO095m	Unknown	49007	G3					10004312022_R05C01
504	AA-DO107m	AA-DO107m	Unknown	49007	H3					10004312022_R05C02
505	AA-DO024f	AA-DO024f	Unknown	49007	A4					10004312019_R07C01
506	AA-DO036f	AA-DO036f	Unknown	49007	B4					10004312019_R07C02
507	AA-DO048f	AA-DO048f	Unknown	49007	C4					10004312020_R07C01
508	AA-DO060f	AA-DO060f	Unknown	49007	D4					10004312020_R07C02
509	AA-DO072m	AA-DO072m	Unknown	49007	E4					10004312021_R07C01
510	AA-DO084m	AA-DO084m	Unknown	49007	F4					10004312021_R07C02
511	AA-DO096m	AA-DO096m	Unknown	49007	G4					10004312022_R07C01
512	AA-DO108m	AA-DO108m	Unknown	49007	H4					10004312022_R07C02
513	AA-DO025f	AA-DO025f	Unknown	49007	A5					10004312019_R09C01
514	AA-DO037f	AA-DO037f	Unknown	49007	B5					10004312019_R09C02
515	AA-DO049f	AA-DO049f	Unknown	49007	C5					10004312020_R09C01
516	AA-DO061f	AA-DO061f	Unknown	49007	D5					10004312020_R09C02
517	AA-DO073m	AA-DO073m	Unknown	49007	E5					10004312021_R09C01
518	AA-DO085m	AA-DO085m	Unknown	49007	F5					10004312021_R09C02
519	AA-DO097m	AA-DO097m	Unknown	49007	G5					10004312022_R09C01
520	AA-DO109m	AA-DO109m	Unknown	49007	H5					10004312022_R09C02
521	AA-DO026f	AA-DO026f	Unknown	49007	A6					10004312019_R11C01
522	AA-DO038f	AA-DO038f	Unknown	49007	B6					10004312019_R11C02
523	AA-DO050f	AA-DO050f	Unknown	49007	C6					10004312020_R11C01
524	AA-DO062f	AA-DO062f	Unknown	49007	D6					10004312020_R11C02
525	AA-DO074m	AA-DO074m	Unknown	49007	E6					10004312021_R11C01
526	AA-DO086m	AA-DO086m	Unknown	49007	F6					10004312021_R11C02
527	AA-DO098m	AA-DO098m	Unknown	49007	G6					10004312022_R11C01
528	AA-DO110m	AA-DO110m	Unknown	49007	H6					10004312022_R11C02
529	AA-DO027f	AA-DO027f	Unknown	49007	A7					10004312019_R02C01
530	AA-DO039f	AA-DO039f	Unknown	49007	B7					10004312019_R02C02
531	AA-DO051f	AA-DO051f	Unknown	49007	C7					10004312020_R02C01
532	AA-DO063f	AA-DO063f	Unknown	49007	D7					10004312020_R02C02
533	AA-DO075m	AA-DO075m	Unknown	49007	E7					10004312021_R02C01
534	AA-DO087m	AA-DO087m	Unknown	49007	F7					10004312021_R02C02
535	AA-DO099m	AA-DO099m	Unknown	49007	G7					10004312022_R02C01
536	AA-DO111m	AA-DO111m	Unknown	49007	H7					10004312022_R02C02
537	AA-DO028f	AA-DO028f	Unknown	49007	A8					10004312019_R04C01
538	AA-DO040f	AA-DO040f	Unknown	49007	B8					10004312019_R04C02
539	AA-DO052f	AA-DO052f	Unknown	49007	C8					10004312020_R04C01
540	AA-DO064f	AA-DO064f	Unknown	49007	D8					10004312020_R04C02
541	AA-DO076m	AA-DO076m	Male	49007	E8					10004312021_R04C01
542	AA-DO088m	AA-DO088m	Unknown	49007	F8					10004312021_R04C02
543	AA-DO100m	AA-DO100m	Unknown	49007	G8					10004312022_R04C01
544	AA-DO112m	AA-DO112m	Unknown	49007	H8					10004312022_R04C02
545	AA-DO029f	AA-DO029f	Unknown	49007	A9					10004312019_R06C01
546	AA-DO041f	AA-DO041f	Unknown	49007	B9					10004312019_R06C02
547	AA-DO053f	AA-DO053f	Unknown	49007	C9					10004312020_R06C01
548	AA-DO065f	AA-DO065f	Unknown	49007	D9					10004312020_R06C02
549	AA-DO077m	AA-DO077m	Male	49007	E9					10004312021_R06C01
550	AA-DO089m	AA-DO089m	Unknown	49007	F9					10004312021_R06C02
551	AA-DO101m	AA-DO101m	Unknown	49007	G9					10004312022_R06C01
552	AA-DO113m	AA-DO113m	Unknown	49007	H9					10004312022_R06C02
553	AA-DO030f	AA-DO030f	Unknown	49007	A10					10004312019_R08C01
554	AA-DO042f	AA-DO042f	Unknown	49007	B10					10004312019_R08C02
555	AA-DO054f	AA-DO054f	Unknown	49007	C10					10004312020_R08C01
556	AA-DO066f	AA-DO066f	Unknown	49007	D10					10004312020_R08C02
557	AA-DO078m	AA-DO078m	Unknown	49007	E10					10004312021_R08C01
558	AA-DO090m	AA-DO090m	Unknown	49007	F10					10004312021_R08C02
559	AA-DO102m	AA-DO102m	Unknown	49007	G10					10004312022_R08C01
560	AA-DO114m	AA-DO114m	Unknown	49007	H10					10004312022_R08C02
561	AA-DO031f	AA-DO031f	Unknown	49007	A11					10004312019_R10C01
562	AA-DO043f	AA-DO043f	Unknown	49007	B11					10004312019_R10C02
563	AA-DO055f	AA-DO055f	Unknown	49007	C11					10004312020_R10C01
564	AA-DO067f	AA-DO067f	Unknown	49007	D11					10004312020_R10C02
565	AA-DO079m	AA-DO079m	Unknown	49007	E11					10004312021_R10C01
566	AA-DO091m	AA-DO091m	Unknown	49007	F11					10004312021_R10C02
567	AA-DO103m	AA-DO103m	Unknown	49007	G11					10004312022_R10C01
568	AA-DO115m	AA-DO115m	Unknown	49007	H11					10004312022_R10C02
569	AA-DO032f	AA-DO032f	Unknown	49007	A12					10004312019_R12C01
570	AA-DO044f	AA-DO044f	Unknown	49007	B12					10004312019_R12C02
571	AA-DO056f	AA-DO056f	Unknown	49007	C12					10004312020_R12C01
572	AA-DO068f	AA-DO068f	Unknown	49007	D12					10004312020_R12C02
573	AA-DO080m	AA-DO080m	Unknown	49007	E12					10004312021_R12C01
574	AA-DO092m	AA-DO092m	Unknown	49007	F12					10004312021_R12C02
575	AA-DO104m	AA-DO104m	Unknown	49007	G12					10004312022_R12C01
576	AA-DO116m	AA-DO116m	Unknown	49007	H12					10004312022_R12C02
